step,day,hour,indoor_temp,outdoor_temp,occupancy,action,energy_kwh,carbon_kg,temp_deviation,comfort_violation,temp_delta,hour_sin,hour_cos,is_business_hours,cumulative_energy,comfort_cost
40,0,10.0,0.545142857142857,0.8981259968102073,1,3,0.9999999999999999,1.0,0.2763636363636363,1,0.17723039951937525,0.49999999999999994,-0.8660254037844387,1,0.3548717948717949,0.2763636363636363
41,0,10.25,0.5754285714285714,0.8993221690590112,1,1,0.2631578947368421,0.2631578947368421,0.3245454545454546,1,0.19224992490237314,0.4422886902190017,-0.8968727415326881,1,0.36,0.3245454545454546
42,0,10.5,0.6217142857142858,0.9164673046251994,1,0,0.0,0.0,0.39818181818181825,1,0.20366476419345156,0.3826834323650899,-0.9238795325112867,1,0.36,0.39818181818181825
43,0,10.75,0.5982857142857143,0.900518341307815,1,3,0.9999999999999999,1.0,0.36090909090909096,1,0.20336437368579155,0.32143946530316175,-0.9469301294951056,1,0.37948717948717947,0.36090909090909096
44,0,11.0,0.6071428571428571,0.9252392344497608,1,2,0.5789473684210527,0.5789473684210527,0.375,1,0.18939621507960358,0.258819045102521,-0.9659258262890682,1,0.39076923076923076,0.375
45,0,11.25,0.37942857142857145,0.928030303030303,1,1,0.2631578947368421,0.2631578947368421,0.01272727272727278,0,0.06758786422349067,0.19509032201612816,-0.9807852804032304,1,0.3958974358974359,0.01272727272727278
46,0,11.5,0.6131428571428571,0.9503588516746412,1,3,0.9999999999999999,1.0,0.3845454545454546,1,0.1736257134274557,0.130526192220052,-0.9914448613738104,1,0.4153846153846154,0.3845454545454546
47,0,11.75,0.6611428571428571,0.9531499202551835,1,0,0.0,0.0,0.46090909090909093,1,0.19675578251727247,0.06540312923014312,-0.9978589232386035,1,0.4153846153846154,0.46090909090909093
48,0,12.0,0.6882857142857144,0.9503588516746412,1,1,0.2631578947368421,0.2631578947368421,0.5040909090909093,1,0.21312706518474023,1.2246467991473532e-16,-1.0,1,0.4205128205128205,0.5040909090909093
49,0,12.25,0.7231428571428572,0.9204545454545455,1,0,0.0,0.0,0.5595454545454547,1,0.2539801742264945,-0.06540312923014287,-0.9978589232386035,1,0.4205128205128205,0.5595454545454547
50,0,12.5,0.7134285714285714,0.9483652312599682,1,2,0.5789473684210527,0.5789473684210527,0.5440909090909091,1,0.2278462000600781,-0.13052619222005177,-0.9914448613738104,1,0.4317948717948718,0.5440909090909091
51,0,12.75,0.7031428571428571,0.9238437001594898,1,2,0.5789473684210527,0.5789473684210527,0.5277272727272727,1,0.24091318714328624,-0.19509032201612792,-0.9807852804032305,1,0.4430769230769231,0.5277272727272727
52,0,13.0,0.37942857142857145,0.9172647527910686,1,0,0.0,0.0,0.01272727272727278,0,0.07569840793030949,-0.2588190451025208,-0.9659258262890683,1,0.4430769230769231,0.01272727272727278
53,0,13.25,0.6957142857142857,0.914872408293461,1,3,0.9999999999999999,1.0,0.515909090909091,1,0.2437668969660559,-0.32143946530316153,-0.9469301294951057,1,0.4625641025641026,0.515909090909091
54,0,13.5,0.6842857142857144,0.9061004784688996,1,2,0.5789473684210527,0.5789473684210527,0.49772727272727285,1,0.24436767798137582,-0.38268343236508967,-0.9238795325112868,1,0.47384615384615386,0.49772727272727285
55,0,13.75,0.6762857142857143,0.9150717703349283,1,2,0.5789473684210527,0.5789473684210527,0.4850000000000001,1,0.2334034244517874,-0.44228869021900147,-0.8968727415326883,1,0.48512820512820515,0.4850000000000001
56,0,14.0,0.7120000000000001,0.905103668261563,1,0,0.0,0.0,0.5418181818181819,1,0.2596875938720337,-0.4999999999999997,-0.8660254037844388,1,0.48512820512820515,0.5418181818181819
57,0,14.25,0.7382857142857143,0.8935406698564594,1,0,0.0,0.0,0.5836363636363638,1,0.28221688194653055,-0.555570233019602,-0.8314696123025455,1,0.48512820512820515,0.5836363636363638
58,0,14.5,0.7457142857142857,0.8833732057416269,1,1,0.2631578947368421,0.2631578947368421,0.5954545454545456,1,0.29378191649143887,-0.6087614290087207,-0.7933533402912352,1,0.4902564102564103,0.5954545454545456
59,0,14.75,0.7562857142857143,0.8933413078149921,1,1,0.2631578947368421,0.2631578947368421,0.6122727272727272,1,0.2918293781916491,-0.6593458151000688,-0.7518398074789774,1,0.4953846153846154,0.6122727272727272
60,0,15.0,0.7142857142857143,0.8686204146730463,1,3,0.9999999999999999,1.0,0.5454545454545454,1,0.28837488735355965,-0.7071067811865471,-0.7071067811865479,1,0.5148717948717949,0.5454545454545454
61,0,15.25,0.7397142857142857,0.8642344497607656,1,0,0.0,0.0,0.5859090909090909,1,0.3050465605286873,-0.7518398074789773,-0.6593458151000691,1,0.5148717948717949,0.5859090909090909
62,0,15.5,0.6928571428571428,0.8606459330143541,0,3,0.9999999999999999,1.0,0.5113636363636364,0,0.28311805346951036,-0.7933533402912349,-0.6087614290087209,1,0.5343589743589744,0.0
63,0,15.75,0.7162857142857143,0.8634370015948964,1,0,0.0,0.0,0.5486363636363637,1,0.29333133072994894,-0.8314696123025452,-0.5555702330196022,1,0.5343589743589744,0.5486363636363637
64,0,16.0,0.7374285714285714,0.8580542264752792,1,0,0.0,0.0,0.5822727272727274,1,0.30850105136677686,-0.8660254037844385,-0.5000000000000004,1,0.5343589743589744,0.5822727272727274
65,0,16.25,0.7402857142857141,0.8710127591706539,1,1,0.2631578947368421,0.2631578947368421,0.5868181818181817,1,0.300240312406128,-0.8968727415326883,-0.44228869021900136,1,0.5394871794871795,0.5868181818181817
66,0,16.5,0.7554285714285714,0.8470893141945774,1,0,0.0,0.0,0.6109090909090908,1,0.32622409131871427,-0.9238795325112868,-0.3826834323650895,1,0.5394871794871795,0.6109090909090908
67,0,16.75,0.7545714285714286,0.8724082934609251,1,1,0.2631578947368421,0.2631578947368421,0.6095454545454544,1,0.306698708320817,-0.9469301294951056,-0.3214394653031618,1,0.5446153846153846,0.6095454545454544
68,0,17.0,0.7634285714285715,0.8131977671451356,1,0,0.0,0.0,0.6236363636363637,1,0.35596275157705015,-0.9659258262890683,-0.25881904510252063,1,0.5446153846153846,0.6236363636363637
69,0,17.25,0.6888571428571428,0.7948564593301436,1,3,0.9999999999999999,1.0,0.505,1,0.3305797536797837,-0.9807852804032303,-0.19509032201612866,1,0.5641025641025641,0.505
70,0,17.5,0.6528571428571429,0.8068181818181819,1,2,0.5789473684210527,0.5789473684210527,0.4477272727272728,1,0.30264343646740766,-0.9914448613738104,-0.13052619222005163,1,0.5753846153846154,0.4477272727272728
71,0,17.75,0.37942857142857145,0.8042264752791068,1,2,0.5789473684210527,0.5789473684210527,0.01272727272727278,0,0.16085911685190754,-0.9978589232386035,-0.06540312923014273,1,0.5866666666666667,0.01272727272727278
72,0,18.0,0.37942857142857145,0.7565789473684211,1,2,0.5789473684210527,0.5789473684210527,0.01272727272727278,0,0.19675578251727252,-1.0,-1.8369701987210297e-16,1,0.597948717948718,0.01272727272727278
73,0,18.25,0.5714285714285714,0.7830940988835726,0,1,0.2631578947368421,0.2631578947368421,0.3181818181818182,0,0.27771102433163114,-0.9978589232386036,0.06540312923014237,0,0.6030769230769231,0.0
74,0,18.5,0.5468571428571428,0.7559808612440192,0,1,0.2631578947368421,0.2631578947368421,0.2790909090909091,0,0.2852207870231301,-0.9914448613738105,0.13052619222005127,0,0.6082051282051283,0.0
75,0,18.75,0.4782857142857142,0.7553827751196173,0,3,0.9999999999999999,1.0,0.16999999999999993,0,0.24962451186542503,-0.9807852804032304,0.1950903220161283,0,0.6276923076923078,0.0
76,0,19.0,0.4237142857142857,0.7914673046251994,0,3,0.9999999999999999,1.0,0.0831818181818181,0,0.1937518774406729,-0.9659258262890684,0.2588190451025203,0,0.6471794871794871,0.0
77,0,19.25,0.4217142857142857,0.768939393939394,0,1,0.2631578947368421,0.2631578947368421,0.08000000000000007,0,0.2096725743466507,-0.9469301294951057,0.3214394653031615,0,0.6523076923076924,0.0
78,0,19.5,0.44771428571428573,0.7290669856459331,1,0,0.0,0.0,0.12136363636363645,0,0.2533793932111746,-0.923879532511287,0.38268343236508917,0,0.6523076923076924,0.12136363636363645
79,0,19.75,0.3888571428571428,0.7521929824561404,0,3,0.9999999999999999,1.0,0.0277272727272727,0,0.20501652147792132,-0.8968727415326884,0.442288690219001,0,0.6717948717948717,0.0
80,0,20.0,0.35485714285714287,0.7966507177033494,0,2,0.5789473684210527,0.5789473684210527,0.026363636363636287,0,0.15364974466806852,-0.8660254037844386,0.5000000000000001,0,0.683076923076923,0.0
81,0,20.25,0.3662857142857143,0.7093301435406698,0,0,0.0,0.0,0.008181818181818169,0,0.22544307599879848,-0.8314696123025455,0.5555702330196018,0,0.683076923076923,0.0
82,0,20.5,0.34085714285714286,0.7370414673046252,0,2,0.5789473684210527,0.5789473684210527,0.04863636363636365,0,0.19119855812556327,-0.7933533402912357,0.6087614290087199,0,0.6943589743589744,0.0
83,0,20.75,0.2905714285714286,0.7187001594896332,0,3,0.9999999999999999,1.0,0.12863636363636355,0,0.17858215680384504,-0.7518398074789772,0.6593458151000691,0,0.7138461538461538,0.0
84,0,21.0,0.2857142857142857,0.680622009569378,0,1,0.2631578947368421,0.2631578947368421,0.13636363636363635,0,0.20471613097026137,-0.7071067811865477,0.7071067811865474,0,0.7189743589743589,0.0
85,0,21.25,0.24028571428571432,0.7129186602870814,0,3,0.9999999999999999,1.0,0.20863636363636365,0,0.1565034544908381,-0.6593458151000687,0.7518398074789775,0,0.7384615384615385,0.0
86,0,21.5,0.24571428571428577,0.69896331738437,0,1,0.2631578947368421,0.2631578947368421,0.19999999999999993,0,0.16987083208170628,-0.608761429008721,0.7933533402912349,0,0.7435897435897436,0.0
87,0,21.75,0.24971428571428567,0.6957735247208932,0,1,0.2631578947368421,0.2631578947368421,0.19363636363636372,0,0.17437668969660564,-0.555570233019603,0.8314696123025447,0,0.7487179487179487,0.0
88,0,22.0,0.20800000000000002,0.7089314194577353,0,3,0.9999999999999999,1.0,0.25999999999999995,0,0.14253529588465014,-0.5000000000000004,0.8660254037844384,0,0.7682051282051283,0.0
89,0,22.25,0.16999999999999998,0.0,0,3,0.9999999999999999,1.0,0.3204545454545455,0,0.656653649744668,-0.4422886902190014,0.8968727415326883,0,0.7876923076923077,0.0
90,0,22.5,0.13371428571428573,0.6911881977671452,0,3,0.9999999999999999,1.0,0.37818181818181823,0,0.11685190747972365,-0.38268343236508956,0.9238795325112868,0,0.8071794871794872,0.0
91,0,22.75,0.12,0.6427432216905902,0,2,0.5789473684210527,0.5789473684210527,0.4,0,0.14613998197656958,-0.32143946530316186,0.9469301294951056,0,0.8184615384615385,0.0
92,0,23.0,0.13542857142857145,0.6931818181818182,0,1,0.2631578947368421,0.2631578947368421,0.37545454545454543,0,0.11625112646440378,-0.25881904510252157,0.9659258262890681,0,0.8235897435897436,0.0
93,0,23.25,0.09857142857142853,0.657695374800638,0,3,0.9999999999999999,1.0,0.43409090909090914,0,0.12361069390207274,-0.19509032201612872,0.9807852804032303,0,0.8430769230769231,0.0
94,0,23.5,0.06257142857142856,0.7966507177033494,0,3,0.9999999999999999,1.0,0.4913636363636364,0,0.0,-0.13052619222005168,0.9914448613738104,0,0.8625641025641025,0.0
95,0,23.75,0.03542857142857142,0.6754385964912281,0,3,0.9999999999999999,1.0,0.5345454545454545,0,0.07705016521477928,-0.0654031292301428,0.9978589232386035,0,0.882051282051282,0.0
96,1,0.0,0.014000000000000012,0.6746411483253589,0,3,0.9999999999999999,1.0,0.5686363636363636,0,0.06638630219285077,0.0,1.0,0,0.019487179487179485,0.0
97,1,0.25,0.018571428571428572,0.6559011164274322,0,2,0.5789473684210527,0.5789473684210527,0.5613636363636364,0,0.08290778011414848,0.06540312923014306,0.9978589232386035,0,0.03076923076923077,0.0
98,1,0.5,0.062,0.6658692185007975,0,0,0.0,0.0,0.4922727272727273,0,0.09822769600480633,0.13052619222005157,0.9914448613738104,0,0.03076923076923077,0.0
99,1,0.75,0.032285714285714306,0.6716507177033493,0,3,0.9999999999999999,1.0,0.5395454545454546,0,0.0782517272454191,0.19509032201612825,0.9807852804032304,0,0.05025641025641026,0.0
100,1,1.0,0.0020000000000000018,0.6309808612440191,0,3,0.9999999999999999,1.0,0.5877272727272728,0,0.09297086212075706,0.25881904510252074,0.9659258262890683,0,0.06974358974358974,0.0
101,1,1.25,0.0,0.6844098883572568,0,3,0.9999999999999999,1.0,0.5909090909090909,0,0.05166716731751286,0.3214394653031616,0.9469301294951057,0,0.08923076923076922,0.0
102,1,1.5,0.0,0.6999601275917066,0,3,0.9999999999999999,1.0,0.5909090909090909,0,0.03995193751877449,0.3826834323650898,0.9238795325112867,0,0.10871794871794871,0.0
103,1,1.75,0.37942857142857145,0.6523125996810207,0,1,0.2631578947368421,0.2631578947368421,0.01272727272727278,0,0.2753079002703515,0.44228869021900125,0.8968727415326884,0,0.11384615384615385,0.0
104,1,2.0,0.07514285714285718,0.7043460925039873,0,0,0.0,0.0,0.4713636363636363,0,0.07614899369179942,0.49999999999999994,0.8660254037844387,0,0.11384615384615385,0.0
105,1,2.25,0.0794285714285714,0.6965709728867624,0,2,0.5789473684210527,0.5789473684210527,0.4645454545454546,0,0.08425953739861822,0.5555702330196022,0.8314696123025452,0,0.12512820512820513,0.0
106,1,2.5,0.051428571428571435,0.6818181818181819,0,3,0.9999999999999999,1.0,0.509090909090909,0,0.08065485130669878,0.6087614290087207,0.7933533402912352,0,0.14461538461538462,0.0
107,1,2.75,0.058857142857142886,0.7057416267942583,0,2,0.5789473684210527,0.5789473684210527,0.49727272727272726,0,0.06653649744668078,0.6593458151000688,0.7518398074789774,0,0.15589743589743588,0.0
108,1,3.0,0.07028571428571434,0.7248803827751197,0,2,0.5789473684210527,0.5789473684210527,0.47909090909090907,0,0.05812556323220194,0.7071067811865476,0.7071067811865476,0,0.1671794871794872,0.0
109,1,3.25,0.11571428571428571,0.713317384370016,0,0,0.0,0.0,0.4068181818181818,0,0.09071793331330735,0.7518398074789774,0.6593458151000688,0,0.1671794871794872,0.0
110,1,3.5,0.15999999999999998,0.7358452950558214,0,0,0.0,0.0,0.33636363636363636,0,0.09702613397416646,0.7933533402912352,0.6087614290087207,0,0.1671794871794872,0.0
111,1,3.75,0.18200000000000005,0.7344497607655502,0,1,0.2631578947368421,0.2631578947368421,0.30136363636363633,0,0.10964253529588472,0.8314696123025451,0.5555702330196024,0,0.17230769230769233,0.0
112,1,4.0,0.19714285714285712,0.7340510366826156,0,1,0.2631578947368421,0.2631578947368421,0.27727272727272734,0,0.11790327425653352,0.8660254037844386,0.5000000000000001,0,0.17743589743589744,0.0
113,1,4.25,0.37942857142857145,0.7003588516746412,0,0,0.0,0.0,0.01272727272727278,0,0.23911084409732658,0.8968727415326884,0.44228869021900125,0,0.17743589743589744,0.0
114,1,4.5,0.2251428571428571,0.7852870813397129,0,2,0.5789473684210527,0.5789473684210527,0.23272727272727278,0,0.09402222889756687,0.9238795325112867,0.38268343236508984,0,0.1887179487179487,0.0
115,1,4.75,0.21942857142857142,0.7476076555023924,0,2,0.5789473684210527,0.5789473684210527,0.24181818181818185,0,0.11940522679483331,0.9469301294951056,0.3214394653031617,0,0.2,0.0
116,1,5.0,0.23885714285714288,0.7649521531100479,0,1,0.2631578947368421,0.2631578947368421,0.21090909090909093,0,0.1165515169720637,0.9659258262890683,0.25881904510252074,0,0.20512820512820512,0.0
117,1,5.25,0.242,0.8149920255183414,0,2,0.5789473684210527,0.5789473684210527,0.20590909090909096,0,0.08050465605286877,0.9807852804032304,0.19509032201612833,0,0.21641025641025644,0.0
118,1,5.5,0.23828571428571432,0.7894736842105263,0,2,0.5789473684210527,0.5789473684210527,0.21181818181818182,0,0.09777711024331634,0.9914448613738104,0.1305261922200517,0,0.2276923076923077,0.0
119,1,5.75,0.26142857142857134,0.7906698564593302,0,1,0.2631578947368421,0.2631578947368421,0.17500000000000007,0,0.10904175428056476,0.9978589232386035,0.06540312923014327,0,0.2328205128205128,0.0
120,1,6.0,0.30085714285714293,0.8145933014354068,0,0,0.0,0.0,0.11227272727272722,0,0.11174526884950442,1.0,6.123233995736766e-17,0,0.2328205128205128,0.0
121,1,6.25,0.3145714285714286,0.8114035087719298,0,1,0.2631578947368421,0.2631578947368421,0.09045454545454538,0,0.1213577650946231,0.9978589232386035,-0.06540312923014314,0,0.23794871794871794,0.0
122,1,6.5,0.2825714285714286,0.7970494417862839,0,3,0.9999999999999999,1.0,0.14136363636363633,0,0.11534995494142389,0.9914448613738104,-0.1305261922200516,0,0.25743589743589745,0.0
123,1,6.75,0.3165714285714285,0.8327352472089314,0,0,0.0,0.0,0.08727272727272735,0,0.10633823971162515,0.9807852804032304,-0.1950903220161282,0,0.25743589743589745,0.0
124,1,7.0,0.3125714285714286,0.8367224880382775,0,2,0.5789473684210527,0.5789473684210527,0.09363636363636359,0,0.10123160108140591,0.9659258262890683,-0.25881904510252063,0,0.2687179487179487,0.0
125,1,7.25,0.33371428571428574,0.8371212121212122,0,1,0.2631578947368421,0.2631578947368421,0.06000000000000001,0,0.11204565935716437,0.9469301294951057,-0.3214394653031616,0,0.27384615384615385,0.0
126,1,7.5,0.33285714285714285,0.8504784688995215,0,2,0.5789473684210527,0.5789473684210527,0.06136363636363643,0,0.10153199158906587,0.9238795325112868,-0.3826834323650895,0,0.28512820512820514,0.0
127,1,7.75,0.30228571428571427,0.8490829346092506,0,3,0.9999999999999999,1.0,0.11000000000000008,0,0.08651246620606787,0.8968727415326884,-0.44228869021900113,0,0.3046153846153846,0.0
128,1,8.0,0.358,0.8560606060606061,0,0,0.0,0.0,0.021363636363636314,0,0.11054370681886463,0.8660254037844387,-0.4999999999999998,0,0.3046153846153846,0.0
129,1,8.25,0.3668571428571429,0.8710127591706539,0,2,0.5789473684210527,0.5789473684210527,0.00727272727272728,0,0.10393511565034552,0.8314696123025451,-0.5555702330196023,0,0.3158974358974359,0.0
130,1,8.5,0.4177142857142857,0.8991228070175439,0,0,0.0,0.0,0.07363636363636368,0,0.10949234004205471,0.7933533402912352,-0.6087614290087207,0,0.3158974358974359,0.0
131,1,8.75,0.4422857142857143,0.8807814992025519,0,1,0.2631578947368421,0.2631578947368421,0.11272727272727275,0,0.13622709522379098,0.7518398074789774,-0.6593458151000688,0,0.321025641025641,0.0
132,1,9.0,0.49742857142857144,0.8931419457735247,1,0,0.0,0.0,0.20045454545454547,1,0.15590267347551826,0.7071067811865476,-0.7071067811865475,1,0.321025641025641,0.20045454545454547
133,1,9.25,0.5077142857142857,0.8831738437001595,1,2,0.5789473684210527,0.5789473684210527,0.2168181818181818,1,0.16881946530489644,0.659345815100069,-0.7518398074789773,1,0.3323076923076923,0.2168181818181818
134,1,9.5,0.5442857142857143,0.8989234449760767,1,1,0.2631578947368421,0.2631578947368421,0.275,1,0.17617903274256533,0.6087614290087209,-0.793353340291235,1,0.3374358974358974,0.275
135,1,9.75,0.5791428571428571,0.9180622009569378,1,1,0.2631578947368421,0.2631578947368421,0.33045454545454545,1,0.18008410934214486,0.5555702330196025,-0.831469612302545,1,0.3425641025641025,0.33045454545454545
136,1,10.0,0.5625714285714286,0.9415869218500797,1,3,0.9999999999999999,1.0,0.30409090909090913,1,0.15364974466806858,0.49999999999999994,-0.8660254037844387,1,0.362051282051282,0.30409090909090913
137,1,10.25,0.5882857142857143,0.8897527910685806,1,1,0.2631578947368421,0.2631578947368421,0.34500000000000003,1,0.20621808350856113,0.4422886902190017,-0.8968727415326881,1,0.3671794871794872,0.34500000000000003
138,1,10.5,0.566,0.9025119617224882,1,3,0.9999999999999999,1.0,0.3095454545454545,1,0.18489035746470409,0.3826834323650899,-0.9238795325112867,1,0.3866666666666667,0.3095454545454545
139,1,10.75,0.6134285714285714,0.9132775119617226,1,0,0.0,0.0,0.38499999999999995,1,0.20171222589366172,0.32143946530316175,-0.9469301294951056,1,0.3866666666666667,0.38499999999999995
